title,artist,part_song,chord_absolute,roman_numeral,start_time,end_time
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,bridge,Am,vi,,
Seandainya,Vierratale,bridge,F,IV,,
Seandainya,Vierratale,bridge,G,V,,
Seandainya,Vierratale,bridge,Am,vi,,
Seandainya,Vierratale,bridge,F,IV,,
Seandainya,Vierratale,bridge,G,V,,
Seandainya,Vierratale,chorus,C,I,,
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,chorus,E,III,,
Seandainya,Vierratale,chorus,Am,vi,,
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,chorus,F,IV,,
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,chorus,C,I,,
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,chorus,E,III,,
Seandainya,Vierratale,chorus,Am,vi,,
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,chorus,F,IV,,
Seandainya,Vierratale,chorus,G,V,,
Seandainya,Vierratale,outro,Am,vi,,
Seandainya,Vierratale,outro,F,IV,,
Seandainya,Vierratale,outro,G,V,,
Seandainya,Vierratale,outro,Am,vi,,
Seandainya,Vierratale,outro,F,IV,,
Seandainya,Vierratale,outro,G,V,,
Seandainya,Vierratale,outro,Am,vi,,
Seandainya,Vierratale,outro,F,IV,,
Seandainya,Vierratale,outro,G,V,,
Seandainya,Vierratale,outro,Am,vi,,
Rasa Ini,Vierratale,intro,F,IV,,
Rasa Ini,Vierratale,intro,Em,iii,,
Rasa Ini,Vierratale,intro,Am,vi,,
Rasa Ini,Vierratale,intro,Dm,ii,,
Rasa Ini,Vierratale,intro,G,V,,
Rasa Ini,Vierratale,intro,C,I,,
Rasa Ini,Vierratale,intro,F,IV,,
Rasa Ini,Vierratale,intro,Em,iii,,
Rasa Ini,Vierratale,intro,Am,vi,,
Rasa Ini,Vierratale,intro,Dm,ii,,
Rasa Ini,Vierratale,intro,G,V,,
Rasa Ini,Vierratale,verse,F,IV,,
Rasa Ini,Vierratale,verse,Em,iii,,
Rasa Ini,Vierratale,verse,Dm,ii,,
Rasa Ini,Vierratale,verse,G,V,,
Rasa Ini,Vierratale,verse,C,I,,
Rasa Ini,Vierratale,verse,F,IV,,
Rasa Ini,Vierratale,verse,Em,iii,,
Rasa Ini,Vierratale,verse,Dm,ii,,
Rasa Ini,Vierratale,verse,G,V,,
Rasa Ini,Vierratale,verse,C,I,,
Rasa Ini,Vierratale,verse,F,IV,,
Rasa Ini,Vierratale,verse,Em,iii,,
Rasa Ini,Vierratale,verse,Dm,ii,,
Rasa Ini,Vierratale,verse,G,V,,
Rasa Ini,Vierratale,verse,C,I,,
Rasa Ini,Vierratale,verse,F,IV,,
Rasa Ini,Vierratale,verse,Em,iii,,
Rasa Ini,Vierratale,verse,Dm,ii,,
Rasa Ini,Vierratale,verse,G,V,,
Rasa Ini,Vierratale,verse,C,I,,
Rasa Ini,Vierratale,pre-chorus,Dm,ii,,
Rasa Ini,Vierratale,pre-chorus,G,V,,
Rasa Ini,Vierratale,pre-chorus,Em,iii,,
Rasa Ini,Vierratale,pre-chorus,Am,vi,,
Rasa Ini,Vierratale,pre-chorus,Dm,ii,,
Rasa Ini,Vierratale,pre-chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,F,IV,,
Rasa Ini,Vierratale,chorus,Em,iii,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,F,IV,,
Rasa Ini,Vierratale,chorus,Em,iii,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,interlude,F,IV,,
Rasa Ini,Vierratale,interlude,Em,iii,,
Rasa Ini,Vierratale,interlude,Am,vi,,
Rasa Ini,Vierratale,interlude,Dm,ii,,
Rasa Ini,Vierratale,interlude,G,V,,
Rasa Ini,Vierratale,interlude,C,I,,
Rasa Ini,Vierratale,interlude,F,IV,,
Rasa Ini,Vierratale,interlude,Em,iii,,
Rasa Ini,Vierratale,interlude,Am,vi,,
Rasa Ini,Vierratale,interlude,Dm,ii,,
Rasa Ini,Vierratale,interlude,G,V,,
Rasa Ini,Vierratale,interlude,C,I,,
Rasa Ini,Vierratale,pre-chorus,Dm,ii,,
Rasa Ini,Vierratale,pre-chorus,G,V,,
Rasa Ini,Vierratale,pre-chorus,Em,iii,,
Rasa Ini,Vierratale,pre-chorus,Am,vi,,
Rasa Ini,Vierratale,pre-chorus,Dm,ii,,
Rasa Ini,Vierratale,pre-chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,F,IV,,
Rasa Ini,Vierratale,chorus,Em,iii,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,F,IV,,
Rasa Ini,Vierratale,chorus,Em,iii,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,interlude,F,IV,,
Rasa Ini,Vierratale,interlude,G,V,,
Rasa Ini,Vierratale,interlude,Am,vi,,
Rasa Ini,Vierratale,interlude,G,V,,
Rasa Ini,Vierratale,interlude,C,I,,
Rasa Ini,Vierratale,interlude,Dm,ii,,
Rasa Ini,Vierratale,interlude,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,F,IV,,
Rasa Ini,Vierratale,chorus,Em,iii,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,chorus,C,I,,
Rasa Ini,Vierratale,chorus,F,IV,,
Rasa Ini,Vierratale,chorus,Em,iii,,
Rasa Ini,Vierratale,chorus,Am,vi,,
Rasa Ini,Vierratale,chorus,G,V,,
Rasa Ini,Vierratale,outro,F,IV,,
Rasa Ini,Vierratale,outro,Em,iii,,
Rasa Ini,Vierratale,outro,Am,vi,,
Rasa Ini,Vierratale,outro,Dm,ii,,
Rasa Ini,Vierratale,outro,G,V,,
Rasa Ini,Vierratale,outro,C,I,,
Rasa Ini,Vierratale,outro,F,IV,,
Rasa Ini,Vierratale,outro,Em,iii,,
Rasa Ini,Vierratale,outro,Am,vi,,
Rasa Ini,Vierratale,outro,Dm,ii,,
Rasa Ini,Vierratale,outro,G,V,,
Rasa Ini,Vierratale,outro,C,I,,
Kesepian,Vierratale,intro,C,I,,
Kesepian,Vierratale,intro,Em,iii,,
Kesepian,Vierratale,intro,F,IV,,
Kesepian,Vierratale,intro,Fm,iv,,
Kesepian,Vierratale,verse,C,I,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,F,IV,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,C,I,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,F,IV,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,C,I,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,F,IV,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,C,I,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,F,IV,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,chorus,C,I,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Gm,v,,
Kesepian,Vierratale,chorus,A,VI,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,Fm,iv,,
Kesepian,Vierratale,chorus,F,IV,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Am,vi,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,G,V,,
Kesepian,Vierratale,verse,C,I,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,F,IV,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,C,I,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,verse,F,IV,,
Kesepian,Vierratale,verse,G,V,,
Kesepian,Vierratale,interlude,Am,vi,,
Kesepian,Vierratale,interlude,C,I,,
Kesepian,Vierratale,interlude,F,IV,,
Kesepian,Vierratale,interlude,Am,vi,,
Kesepian,Vierratale,interlude,C,I,,
Kesepian,Vierratale,interlude,D,II,,
Kesepian,Vierratale,interlude,Dm,ii,,
Kesepian,Vierratale,interlude,Em,iii,,
Kesepian,Vierratale,interlude,F,IV,,
Kesepian,Vierratale,interlude,G,V,,
Kesepian,Vierratale,chorus,C,I,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Gm,v,,
Kesepian,Vierratale,chorus,A,VI,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,Fm,iv,,
Kesepian,Vierratale,chorus,F,IV,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Am,vi,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,G,V,,
Kesepian,Vierratale,chorus,C,I,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Gm,v,,
Kesepian,Vierratale,chorus,A,VI,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,Fm,iv,,
Kesepian,Vierratale,chorus,F,IV,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Am,vi,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,G,V,,
Kesepian,Vierratale,chorus,C,I,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Gm,v,,
Kesepian,Vierratale,chorus,A,VI,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,Fm,iv,,
Kesepian,Vierratale,chorus,F,IV,,
Kesepian,Vierratale,chorus,Em,iii,,
Kesepian,Vierratale,chorus,Am,vi,,
Kesepian,Vierratale,chorus,Dm,ii,,
Kesepian,Vierratale,chorus,G,V,,
Kesepian,Vierratale,outro,C,I,,
Kesepian,Vierratale,outro,Em,iii,,
Kesepian,Vierratale,outro,F,IV,,
Kesepian,Vierratale,outro,Fm,iv,,
Kesepian,Vierratale,outro,C,I,,
Perih,Vierratale,intro,Am,vi,,
Perih,Vierratale,intro,Em,iii,,
Perih,Vierratale,intro,F,IV,,
Perih,Vierratale,intro,G,V,,
Perih,Vierratale,intro,Am,vi,,
Perih,Vierratale,intro,Em,iii,,
Perih,Vierratale,intro,F,IV,,
Perih,Vierratale,intro,G,V,,
Perih,Vierratale,verse,Am,vi,,
Perih,Vierratale,verse,Em,iii,,
Perih,Vierratale,verse,F,IV,,
Perih,Vierratale,verse,G,V,,
Perih,Vierratale,verse,Am,vi,,
Perih,Vierratale,verse,Em,iii,,
Perih,Vierratale,verse,F,IV,,
Perih,Vierratale,verse,G,V,,
Perih,Vierratale,pre-chorus,Dm,ii,,
Perih,Vierratale,pre-chorus,Em,iii,,
Perih,Vierratale,pre-chorus,F,IV,,
Perih,Vierratale,pre-chorus,Dm,ii,,
Perih,Vierratale,pre-chorus,Em,iii,,
Perih,Vierratale,pre-chorus,F,IV,,
Perih,Vierratale,pre-chorus,G,V,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,chorus,G#m,#v,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,interlude,Am,vi,,
Perih,Vierratale,interlude,Em,iii,,
Perih,Vierratale,interlude,F,IV,,
Perih,Vierratale,interlude,G,V,,
Perih,Vierratale,interlude,Am,vi,,
Perih,Vierratale,interlude,Em,iii,,
Perih,Vierratale,interlude,F,IV,,
Perih,Vierratale,interlude,G,V,,
Perih,Vierratale,verse,Am,vi,,
Perih,Vierratale,verse,Em,iii,,
Perih,Vierratale,verse,F,IV,,
Perih,Vierratale,verse,G,V,,
Perih,Vierratale,verse,Am,vi,,
Perih,Vierratale,verse,Em,iii,,
Perih,Vierratale,verse,F,IV,,
Perih,Vierratale,verse,G,V,,
Perih,Vierratale,pre-chorus,Dm,ii,,
Perih,Vierratale,pre-chorus,Em,iii,,
Perih,Vierratale,pre-chorus,F,IV,,
Perih,Vierratale,pre-chorus,Dm,ii,,
Perih,Vierratale,pre-chorus,Em,iii,,
Perih,Vierratale,pre-chorus,F,IV,,
Perih,Vierratale,pre-chorus,G,V,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,chorus,G#m,#v,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,interlude,Am,vi,,
Perih,Vierratale,interlude,G,V,,
Perih,Vierratale,interlude,F,IV,,
Perih,Vierratale,interlude,Am,vi,,
Perih,Vierratale,interlude,G,V,,
Perih,Vierratale,interlude,F,IV,,
Perih,Vierratale,interlude,C,I,,
Perih,Vierratale,interlude,G,V,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,chorus,G#m,#v,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,chorus,G#m,#v,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,F,IV,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,chorus,G,V,,
Perih,Vierratale,chorus,Am,vi,,
Perih,Vierratale,outro,Em,iii,,
Perih,Vierratale,outro,F,IV,,
Perih,Vierratale,outro,G,V,,
Perih,Vierratale,outro,Am,vi,,
Perih,Vierratale,outro,Em,iii,,
Perih,Vierratale,outro,F,IV,,
Perih,Vierratale,outro,G,V,,
Perih,Vierratale,outro,Am,vi,,
Takut,Vierratale,verse,F,IV,,
Takut,Vierratale,verse,Em,iii,,
Takut,Vierratale,verse,Dm,ii,,
Takut,Vierratale,verse,C,I,,
Takut,Vierratale,verse,F,IV,,
Takut,Vierratale,verse,Em,iii,,
Takut,Vierratale,verse,A,VI,,
Takut,Vierratale,verse,Dm,ii,,
Takut,Vierratale,verse,G,V,,
Takut,Vierratale,verse,C,I,,
Takut,Vierratale,verse,F,IV,,
Takut,Vierratale,verse,Em,iii,,
Takut,Vierratale,verse,Dm,ii,,
Takut,Vierratale,verse,C,I,,
Takut,Vierratale,verse,F,IV,,
Takut,Vierratale,verse,Em,iii,,
Takut,Vierratale,verse,A,VI,,
Takut,Vierratale,verse,Dm,ii,,
Takut,Vierratale,verse,G,V,,
Takut,Vierratale,verse,C,I,,
Takut,Vierratale,pre-chorus,F,IV,,
Takut,Vierratale,pre-chorus,Em,iii,,
Takut,Vierratale,pre-chorus,Dm,ii,,
Takut,Vierratale,pre-chorus,C,I,,
Takut,Vierratale,pre-chorus,F,IV,,
Takut,Vierratale,pre-chorus,Em,iii,,
Takut,Vierratale,pre-chorus,Dm,ii,,
Takut,Vierratale,pre-chorus,G,V,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,Am,vi,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,C,I,,
Takut,Vierratale,chorus,C7,I,,
Takut,Vierratale,chorus,D,II,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,A,VI,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,interlude,F,IV,,
Takut,Vierratale,interlude,Em,iii,,
Takut,Vierratale,interlude,Dm,ii,,
Takut,Vierratale,interlude,G,V,,
Takut,Vierratale,interlude,C,I,,
Takut,Vierratale,pre-chorus,F,IV,,
Takut,Vierratale,pre-chorus,Em,iii,,
Takut,Vierratale,pre-chorus,Dm,ii,,
Takut,Vierratale,pre-chorus,C,I,,
Takut,Vierratale,pre-chorus,F,IV,,
Takut,Vierratale,pre-chorus,Em,iii,,
Takut,Vierratale,pre-chorus,Dm,ii,,
Takut,Vierratale,pre-chorus,G,V,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,Am,vi,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,C,I,,
Takut,Vierratale,chorus,C7,I,,
Takut,Vierratale,chorus,D,II,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,A,VI,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,interlude,F,IV,,
Takut,Vierratale,interlude,Em,iii,,
Takut,Vierratale,interlude,Dm,ii,,
Takut,Vierratale,interlude,G,V,,
Takut,Vierratale,interlude,C,I,,
Takut,Vierratale,chorus,D,II,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,A,VI,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,C,I,,
Takut,Vierratale,chorus,C7,I,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,Am,vi,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,chorus,C,I,,
Takut,Vierratale,chorus,C7,I,,
Takut,Vierratale,chorus,D,II,,
Takut,Vierratale,chorus,F,IV,,
Takut,Vierratale,chorus,Em,iii,,
Takut,Vierratale,chorus,A,VI,,
Takut,Vierratale,chorus,Dm,ii,,
Takut,Vierratale,chorus,G,V,,
Takut,Vierratale,outro,F,IV,,
Takut,Vierratale,outro,Em,iii,,
Takut,Vierratale,outro,Dm,ii,,
Takut,Vierratale,outro,G,V,,
Takut,Vierratale,outro,C,I,,
Terlalu Lama,Vierratale,intro,C,I,,
Terlalu Lama,Vierratale,intro,G,V,,
Terlalu Lama,Vierratale,intro,Am,vi,,
Terlalu Lama,Vierratale,intro,F,IV,,
Terlalu Lama,Vierratale,intro,C,I,,
Terlalu Lama,Vierratale,intro,G,V,,
Terlalu Lama,Vierratale,intro,Am,vi,,
Terlalu Lama,Vierratale,intro,F,IV,,
Terlalu Lama,Vierratale,verse,C,I,,
Terlalu Lama,Vierratale,verse,Am,vi,,
Terlalu Lama,Vierratale,verse,F,IV,,
Terlalu Lama,Vierratale,verse,C,I,,
Terlalu Lama,Vierratale,verse,Am,vi,,
Terlalu Lama,Vierratale,verse,F,IV,,
Terlalu Lama,Vierratale,pre-chorus,G,V,,
Terlalu Lama,Vierratale,pre-chorus,F,IV,,
Terlalu Lama,Vierratale,pre-chorus,G,V,,
Terlalu Lama,Vierratale,pre-chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,interlude,F,IV,,
Terlalu Lama,Vierratale,verse,C,I,,
Terlalu Lama,Vierratale,verse,Am,vi,,
Terlalu Lama,Vierratale,verse,F,IV,,
Terlalu Lama,Vierratale,verse,C,I,,
Terlalu Lama,Vierratale,verse,Am,vi,,
Terlalu Lama,Vierratale,verse,F,IV,,
Terlalu Lama,Vierratale,pre-chorus,G,V,,
Terlalu Lama,Vierratale,pre-chorus,F,IV,,
Terlalu Lama,Vierratale,pre-chorus,G,V,,
Terlalu Lama,Vierratale,pre-chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,interlude,Am,vi,,
Terlalu Lama,Vierratale,interlude,F,IV,,
Terlalu Lama,Vierratale,interlude,C,I,,
Terlalu Lama,Vierratale,interlude,G,V,,
Terlalu Lama,Vierratale,interlude,Am,vi,,
Terlalu Lama,Vierratale,interlude,F,IV,,
Terlalu Lama,Vierratale,interlude,C,I,,
Terlalu Lama,Vierratale,interlude,G,V,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,chorus,C,I,,
Terlalu Lama,Vierratale,chorus,G,V,,
Terlalu Lama,Vierratale,chorus,Am,vi,,
Terlalu Lama,Vierratale,chorus,F,IV,,
Terlalu Lama,Vierratale,outro,F,IV,,
Dengarkan Curhatku,Vierratale,intro,D,I,,
Dengarkan Curhatku,Vierratale,verse,D,I,,
Dengarkan Curhatku,Vierratale,verse,G,IV,,
Dengarkan Curhatku,Vierratale,verse,D,I,,
Dengarkan Curhatku,Vierratale,verse,G,IV,,
Dengarkan Curhatku,Vierratale,verse,D,I,,
Dengarkan Curhatku,Vierratale,verse,G,IV,,
Dengarkan Curhatku,Vierratale,verse,D,I,,
Dengarkan Curhatku,Vierratale,verse,G,IV,,
Dengarkan Curhatku,Vierratale,chorus,D,I,,
Dengarkan Curhatku,Vierratale,chorus,G,IV,,
Dengarkan Curhatku,Vierratale,chorus,Bm,vi,,
Dengarkan Curhatku,Vierratale,chorus,A,V,,
